IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.91.233.1,8080,80,false,ORD,North America,Chicago,191,0.00
52.11.221.197,2083,80,false,ORD,North America,Chicago,192,0.00
34.218.237.80,2095,80,false,ORD,North America,Chicago,195,0.00
35.95.36.1,80,80,false,ORD,North America,Chicago,192,0.00
35.95.36.1,8080,80,false,ORD,North America,Chicago,198,0.00
35.166.188.81,8443,80,false,ORD,North America,Chicago,192,0.00
34.215.147.199,2082,80,false,ORD,North America,Chicago,194,0.00
18.236.74.87,2053,80,false,ORD,North America,Chicago,196,0.00
34.217.60.138,8880,80,false,ORD,North America,Chicago,199,0.00
35.91.233.1,2053,80,false,ORD,North America,Chicago,193,0.00
34.218.237.80,2083,80,false,ORD,North America,Chicago,195,0.00
52.42.127.37,8880,80,false,ORD,North America,Chicago,193,0.00
35.93.189.165,2083,80,false,ORD,North America,Chicago,200,0.00
35.91.233.1,2086,80,false,ORD,North America,Chicago,198,0.00
35.93.189.165,2086,80,false,ORD,North America,Chicago,197,0.00
34.217.60.138,443,80,false,ORD,North America,Chicago,197,0.00
35.93.189.165,443,80,false,ORD,North America,Chicago,196,0.00
35.88.241.242,443,80,false,ORD,North America,Chicago,192,0.00
35.95.36.1,2052,80,false,ORD,North America,Chicago,194,0.00
35.95.36.1,2095,80,false,ORD,North America,Chicago,195,0.00
35.95.36.1,8880,80,false,ORD,North America,Chicago,191,0.00
34.217.60.138,2087,80,false,ORD,North America,Chicago,199,0.00
18.236.74.87,2095,80,false,ORD,North America,Chicago,198,0.00
34.218.237.80,2052,80,false,ORD,North America,Chicago,193,0.00
35.95.36.1,2096,80,false,ORD,North America,Chicago,193,0.00
18.236.74.87,8080,80,false,ORD,North America,Chicago,199,0.00
35.88.241.242,2086,80,false,ORD,North America,Chicago,196,0.00
18.236.74.87,8443,80,false,ORD,North America,Chicago,198,0.00
35.95.36.1,2083,80,false,ORD,North America,Chicago,198,0.00
18.236.74.87,443,80,false,ORD,North America,Chicago,195,0.00
54.189.163.18,8443,80,false,ORD,North America,Chicago,198,0.00
54.202.30.249,2095,80,false,ORD,North America,Chicago,191,0.00
34.217.60.138,2083,80,false,ORD,North America,Chicago,195,0.00
35.91.5.109,443,80,false,ORD,North America,Chicago,197,0.00
35.88.241.242,2083,80,false,ORD,North America,Chicago,196,0.00
35.91.5.109,2095,80,false,ORD,North America,Chicago,196,0.00
18.236.74.87,2052,80,false,ORD,North America,Chicago,195,0.00
35.91.5.109,8443,80,false,ORD,North America,Chicago,194,0.00
35.91.233.1,2087,80,false,ORD,North America,Chicago,199,0.00
35.95.36.1,2087,80,false,ORD,North America,Chicago,191,0.00
35.91.5.109,2083,80,false,ORD,North America,Chicago,192,0.00
35.91.5.109,2082,80,false,ORD,North America,Chicago,191,0.00
35.88.241.242,2082,80,false,ORD,North America,Chicago,199,0.00
35.88.241.242,80,80,false,ORD,North America,Chicago,195,0.00
34.215.147.199,2086,80,false,ORD,North America,Chicago,200,0.00
35.88.241.242,2095,80,false,ORD,North America,Chicago,195,0.00
34.218.237.80,8080,80,false,ORD,North America,Chicago,198,0.00
35.88.241.242,8443,80,false,ORD,North America,Chicago,198,0.00
35.91.5.109,2053,80,false,ORD,North America,Chicago,193,0.00
35.91.233.1,2052,80,false,ORD,North America,Chicago,193,0.00
34.217.60.138,2053,80,false,ORD,North America,Chicago,194,0.00
52.42.127.37,2096,80,false,ORD,North America,Chicago,201,0.00
35.91.233.1,2083,80,false,ORD,North America,Chicago,194,0.00
34.215.147.199,2083,80,false,ORD,North America,Chicago,195,0.00
34.218.237.80,2053,80,false,ORD,North America,Chicago,193,0.00
18.236.74.87,2083,80,false,ORD,North America,Chicago,193,0.00
52.11.221.197,2052,80,false,ORD,North America,Chicago,197,0.00
35.95.36.1,443,80,false,ORD,North America,Chicago,195,0.00
35.93.189.165,2052,80,false,ORD,North America,Chicago,197,0.00
54.202.30.249,443,80,false,ORD,North America,Chicago,199,0.00
35.88.241.242,8080,80,false,ORD,North America,Chicago,193,0.00
34.217.60.138,2095,80,false,ORD,North America,Chicago,194,0.00
52.25.64.223,2095,80,false,ORD,North America,Chicago,193,0.00
35.91.233.1,8443,80,false,ORD,North America,Chicago,198,0.00
54.202.30.249,8080,80,false,ORD,North America,Chicago,198,0.00
35.91.5.109,2052,80,false,ORD,North America,Chicago,195,0.00
34.210.73.42,443,80,false,ORD,North America,Chicago,195,0.00
54.202.30.249,2082,80,false,ORD,North America,Chicago,195,0.00
35.91.233.1,2096,80,false,ORD,North America,Chicago,191,0.00
35.95.36.1,2086,80,false,ORD,North America,Chicago,198,0.00
35.91.233.1,2082,80,false,ORD,North America,Chicago,195,0.00
54.189.163.18,2053,80,false,ORD,North America,Chicago,197,0.00
54.189.163.18,2095,80,false,ORD,North America,Chicago,195,0.00
54.202.30.249,8880,80,false,ORD,North America,Chicago,196,0.00
54.189.163.18,8080,80,false,ORD,North America,Chicago,197,0.00
35.91.5.109,2087,80,false,ORD,North America,Chicago,192,0.00
34.215.147.199,2095,80,false,ORD,North America,Chicago,199,0.00
34.215.147.199,8880,80,false,ORD,North America,Chicago,193,0.00
35.95.36.1,8443,80,false,ORD,North America,Chicago,200,0.00
35.166.188.81,80,80,false,ORD,North America,Chicago,200,0.00
35.91.233.1,2095,80,false,ORD,North America,Chicago,199,0.00
35.166.188.81,443,80,false,ORD,North America,Chicago,198,0.00
35.91.5.109,8880,80,false,ORD,North America,Chicago,197,0.00
52.11.221.197,2082,80,false,ORD,North America,Chicago,197,0.00
54.189.163.18,80,80,false,ORD,North America,Chicago,195,0.00
35.166.188.81,2086,80,false,ORD,North America,Chicago,197,0.00
35.91.5.109,80,80,false,ORD,North America,Chicago,197,0.00
34.210.73.42,2053,80,false,ORD,North America,Chicago,198,0.00
35.166.188.81,8880,80,false,ORD,North America,Chicago,196,0.00
34.210.73.42,8080,80,false,ORD,North America,Chicago,191,0.00
35.88.241.242,2096,80,false,ORD,North America,Chicago,197,0.00
52.25.64.223,2052,80,false,ORD,North America,Chicago,195,0.00
52.11.221.197,2096,80,false,ORD,North America,Chicago,193,0.00
52.11.221.197,2053,80,false,ORD,North America,Chicago,191,0.00
35.166.188.81,2087,80,false,ORD,North America,Chicago,195,0.00
52.25.64.223,8443,80,false,ORD,North America,Chicago,194,0.00
52.25.64.223,2087,80,false,ORD,North America,Chicago,193,0.00
35.166.188.81,2082,80,false,ORD,North America,Chicago,196,0.00
52.42.127.37,2053,80,false,ORD,North America,Chicago,197,0.00
35.93.189.165,8880,80,false,ORD,North America,Chicago,193,0.00
35.93.189.165,8443,80,false,ORD,North America,Chicago,198,0.00
52.42.127.37,2095,80,false,ORD,North America,Chicago,194,0.00
35.93.189.165,2053,80,false,ORD,North America,Chicago,194,0.00
52.25.64.223,80,80,false,ORD,North America,Chicago,201,0.00
54.189.163.18,2086,80,false,ORD,North America,Chicago,196,0.00
52.42.127.37,2083,80,false,ORD,North America,Chicago,194,0.00
52.42.127.37,2087,80,false,ORD,North America,Chicago,193,0.00
34.215.147.199,2053,80,false,ORD,North America,Chicago,200,0.00
52.25.64.223,8880,80,false,ORD,North America,Chicago,197,0.00
52.11.221.197,8443,80,false,ORD,North America,Chicago,196,0.00
34.217.60.138,80,80,false,ORD,North America,Chicago,198,0.00
34.215.147.199,443,80,false,ORD,North America,Chicago,200,0.00
52.42.127.37,80,80,false,ORD,North America,Chicago,194,0.00
34.217.60.138,8080,80,false,ORD,North America,Chicago,193,0.00
34.215.147.199,2052,80,false,ORD,North America,Chicago,193,0.00
34.217.60.138,8443,80,false,ORD,North America,Chicago,195,0.00
34.210.73.42,2095,80,false,ORD,North America,Chicago,196,0.00
52.11.221.197,2086,80,false,ORD,North America,Chicago,194,0.00
52.42.127.37,8080,80,false,ORD,North America,Chicago,193,0.00
54.189.163.18,8880,80,false,ORD,North America,Chicago,194,0.00
52.42.127.37,2082,80,false,ORD,North America,Chicago,194,0.00
35.166.188.81,2053,80,false,ORD,North America,Chicago,199,0.00
52.25.64.223,8080,80,false,ORD,North America,Chicago,194,0.00
34.215.147.199,2096,80,false,ORD,North America,Chicago,193,0.00
35.166.188.81,2083,80,false,ORD,North America,Chicago,199,0.00
52.42.127.37,2086,80,false,ORD,North America,Chicago,196,0.00
34.210.73.42,80,80,false,ORD,North America,Chicago,194,0.00
52.11.221.197,2087,80,false,ORD,North America,Chicago,200,0.00
54.189.163.18,443,80,false,ORD,North America,Chicago,196,0.00
52.25.64.223,443,80,false,ORD,North America,Chicago,192,0.00
54.189.163.18,2052,80,false,ORD,North America,Chicago,194,0.00
52.25.64.223,2053,80,false,ORD,North America,Chicago,198,0.00
52.25.64.223,2083,80,false,ORD,North America,Chicago,200,0.00
34.210.73.42,8880,80,false,ORD,North America,Chicago,195,0.00
34.210.73.42,2087,80,false,ORD,North America,Chicago,194,0.00
35.93.189.165,2082,80,false,ORD,North America,Chicago,193,0.00
52.11.221.197,8080,80,false,ORD,North America,Chicago,191,0.00
52.11.221.197,2095,80,false,ORD,North America,Chicago,199,0.00
34.210.73.42,2086,80,false,ORD,North America,Chicago,197,0.00
34.210.73.42,2082,80,false,ORD,North America,Chicago,200,0.00
13.233.28.21,8443,80,false,ORD,North America,Chicago,59,0.00
13.233.28.21,2083,80,false,ORD,North America,Chicago,52,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.254.190.97,2052,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2082,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2095,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2087,80,false,SIN,Asia Pacific,Singapore,1,0.00
3.0.211.254,80,8080,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2053,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2052,80,false,SIN,Asia Pacific,Singapore,1,0.00
52.76.182.63,2095,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2096,80,false,SIN,Asia Pacific,Singapore,1,0.00
54.251.118.130,2086,80,false,SIN,Asia Pacific,Singapore,2,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,Singapore,2,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,Singapore,2,0.00
54.254.190.97,2086,80,false,SIN,Asia Pacific,Singapore,2,0.00
52.76.182.63,2083,80,false,SIN,Asia Pacific,Singapore,4,0.00
54.254.190.97,2053,80,false,SIN,Asia Pacific,Singapore,5,0.00
54.254.190.97,2082,80,false,SIN,Asia Pacific,Singapore,6,0.00
52.76.182.63,2086,80,false,SIN,Asia Pacific,Singapore,7,0.00
52.76.182.63,2052,80,false,SIN,Asia Pacific,Singapore,9,0.00
52.76.182.63,2096,80,false,SIN,Asia Pacific,Singapore,11,0.00
52.76.182.63,2082,80,false,SIN,Asia Pacific,Singapore,13,0.00
54.254.190.97,2096,80,false,SIN,Asia Pacific,Singapore,14,0.00
52.76.182.63,2087,80,false,SIN,Asia Pacific,Singapore,16,0.00
16.78.40.221,2083,80,false,CGK,Asia Pacific,Jakarta,17,0.00
16.78.40.221,2082,80,false,CGK,Asia Pacific,Jakarta,18,0.00
52.76.182.63,2053,80,false,SIN,Asia Pacific,Singapore,22,0.00
16.162.172.91,2052,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
18.163.125.29,2086,2086,false,HKG,Asia Pacific,Hong Kong,31,0.00
16.162.172.91,2053,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
16.162.172.91,2096,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
18.166.234.185,2095,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
16.162.177.179,2086,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
18.166.234.185,2082,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
16.162.172.91,2086,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
18.166.234.185,2096,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
16.162.172.91,2087,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
18.166.234.185,2053,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
18.166.234.185,2086,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
16.162.177.179,2095,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
16.162.177.179,2083,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
16.162.177.179,2087,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
18.166.234.185,2052,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
18.166.171.197,2096,80,false,HKG,Asia Pacific,Hong Kong,32,0.00
16.163.114.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
18.166.234.185,2083,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.177.179,2082,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.163.114.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.163.31.146,8080,80,false,EWR,North America,Newark,35,0.00
16.163.114.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.162.172.91,2083,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.162.172.91,2095,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.163.114.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
18.166.234.185,2087,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
16.162.177.179,2096,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
16.162.177.179,2053,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
16.162.172.91,2082,80,false,HKG,Asia Pacific,Hong Kong,40,0.00
3.111.72.70,2087,80,false,BOM,Asia Pacific,Mumbai,52,0.00
16.162.177.179,2052,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,Mumbai,57,0.00
3.111.72.70,2083,80,false,BOM,Asia Pacific,Mumbai,57,0.00
43.204.115.165,2095,80,false,ORD,North America,Chicago,57,0.00
3.7.167.177,2052,80,false,BOM,Asia Pacific,Mumbai,58,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,Mumbai,59,0.00
65.0.144.242,2082,80,false,BOM,Asia Pacific,Mumbai,59,0.00
3.6.136.68,80,8080,false,BOM,Asia Pacific,Mumbai,59,0.00
43.204.115.165,8880,80,false,ORD,North America,Chicago,60,0.00
43.204.115.165,2087,80,false,ORD,North America,Chicago,60,0.00
43.204.115.165,8443,80,false,ORD,North America,Chicago,62,0.00
3.7.167.177,2095,80,false,BOM,Asia Pacific,Mumbai,63,0.00
18.176.35.171,2053,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.75.95,2096,80,false,NRT,Asia Pacific,Tokyo,67,0.00
18.176.35.171,2096,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.75.95,2082,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.199.224.90,80,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.75.95,2052,80,false,NRT,Asia Pacific,Tokyo,67,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.160.166,2082,80,false,NRT,Asia Pacific,Tokyo,67,0.00
54.150.75.95,2087,80,false,NRT,Asia Pacific,Tokyo,67,0.00
35.78.28.183,2082,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.160.166,2052,80,false,NRT,Asia Pacific,Tokyo,68,0.00
3.113.40.168,2082,2082,false,NRT,Asia Pacific,Tokyo,68,0.00
54.199.11.181,2052,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.75.95,2083,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.75.95,2053,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.160.166,2083,80,false,NRT,Asia Pacific,Tokyo,68,0.00
18.176.35.171,2083,80,false,NRT,Asia Pacific,Tokyo,68,0.00
54.150.195.218,80,80,false,NRT,Asia Pacific,Tokyo,68,0.00
18.179.65.137,8443,80,false,NRT,Asia Pacific,Tokyo,68,0.00
35.78.28.183,2095,80,false,NRT,Asia Pacific,Tokyo,68,0.00
35.78.28.183,2086,80,false,NRT,Asia Pacific,Tokyo,68,0.00
3.113.40.168,2086,2086,false,NRT,Asia Pacific,Tokyo,68,0.00
18.176.35.171,2087,80,false,NRT,Asia Pacific,Tokyo,68,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,69,0.00
18.176.35.171,2086,80,false,NRT,Asia Pacific,Tokyo,69,0.00
35.78.28.183,2087,80,false,NRT,Asia Pacific,Tokyo,69,0.00
35.78.28.183,2053,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2095,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.75.95,2086,80,false,NRT,Asia Pacific,Tokyo,69,0.00
35.78.28.183,2083,80,false,NRT,Asia Pacific,Tokyo,69,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,69,0.00
35.78.28.183,2052,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2087,80,false,NRT,Asia Pacific,Tokyo,69,0.00
3.113.40.168,2052,2052,false,NRT,Asia Pacific,Tokyo,69,0.00
18.176.35.171,2095,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2096,80,false,NRT,Asia Pacific,Tokyo,69,0.00
18.178.250.71,80,80,false,NRT,Asia Pacific,Tokyo,69,0.00
18.176.35.171,2052,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,Tokyo,69,0.00
18.176.35.171,2082,80,false,NRT,Asia Pacific,Tokyo,70,0.00
54.150.75.95,2095,80,false,NRT,Asia Pacific,Tokyo,70,0.00
54.150.91.84,443,443,true,NRT,Asia Pacific,Tokyo,71,0.00
54.150.160.166,2086,80,false,NRT,Asia Pacific,Tokyo,71,0.00
35.78.28.183,2096,80,false,NRT,Asia Pacific,Tokyo,73,0.00
3.113.40.168,2095,2095,false,NRT,Asia Pacific,Tokyo,77,0.00
54.79.190.249,2087,80,false,SYD,Oceania,Sydney,92,0.00
54.79.190.249,2096,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2087,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2053,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2083,80,false,SYD,Oceania,Sydney,92,0.00
3.105.12.136,2095,80,false,SYD,Oceania,Sydney,92,0.00
13.55.237.163,2095,80,false,SYD,Oceania,Sydney,92,0.00
54.79.176.136,2095,80,false,SYD,Oceania,Sydney,92,0.00
54.79.190.249,2083,80,false,SYD,Oceania,Sydney,92,0.00
52.65.99.165,2096,80,false,SYD,Oceania,Sydney,92,0.00
52.64.153.64,2053,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2096,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2095,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,92,0.00
52.62.216.87,2087,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,92,0.00
54.66.80.167,2082,80,false,SYD,Oceania,Sydney,92,0.00
54.79.10.40,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.79.10.40,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2052,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.79.10.40,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.79.208.59,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2082,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.184.139,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.185.150,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.252.96.78,80,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.64.153.64,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.79.129.232,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2086,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2095,80,false,SYD,Oceania,Sydney,93,0.00
52.65.184.139,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.65.52.144,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.24.229.42,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,93,0.00
52.65.184.139,2053,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2052,80,false,SYD,Oceania,Sydney,93,0.00
3.24.11.240,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2052,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2082,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2083,80,false,SYD,Oceania,Sydney,93,0.00
3.105.65.61,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2095,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2096,80,false,SYD,Oceania,Sydney,93,0.00
54.66.80.167,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.79.190.249,2052,80,false,SYD,Oceania,Sydney,93,0.00
52.65.99.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
54.253.222.7,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2087,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2053,80,false,SYD,Oceania,Sydney,93,0.00
54.79.129.232,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2053,80,false,SYD,Oceania,Sydney,93,0.00
52.62.216.87,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.79.197.209,2096,80,false,SYD,Oceania,Sydney,94,0.00
52.65.52.144,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,94,0.00
52.65.52.144,2053,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,94,0.00
54.79.197.209,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2053,80,false,SYD,Oceania,Sydney,94,0.00
52.64.153.64,2083,80,false,SYD,Oceania,Sydney,94,0.00
3.105.12.136,2087,80,false,SYD,Oceania,Sydney,94,0.00
54.252.91.41,2086,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2052,80,false,SYD,Oceania,Sydney,94,0.00
54.153.146.155,2087,80,false,SYD,Oceania,Sydney,94,0.00
3.105.24.122,2086,80,false,SYD,Oceania,Sydney,94,0.00
3.105.12.136,2086,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2083,80,false,SYD,Oceania,Sydney,94,0.00
54.79.197.209,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,94,0.00
